BNC Code,Course Name,Semester,Room,Description,Credit,Prerequisite
REL_HIS452.1,The Islamic Middle East,Spring,,,,
REL_HIS452.1,The Islamic Middle East,Spring,,,,
REL_HIS457.1,Global Ethics and Climate Change,Fall,Bev 114,,,
REL_HIS457.1,Global Ethics and Climate Change,Fall,Bev 114,,,
REL_PFA458.1,The Creative Impulse: Religion and the Performing Arts,Spring,,,,
REL_PFA458.1,The Creative Impulse: Religion and the Performing Arts,Spring,,,,
REL111.1,Humanities I: Religious Studies and Philosophy,Fall,Bev 214,"Ninth-grade Religious Studies and Philosophy is part of the Humanities I program, which asks you to explore four essential questions: Who am I? What does it mean to be human? What is my place? How, then, shall I live? You will learn the key concepts of worldview, ritual, symbol, myth, secularity, ethics, and epistemology (how we know what we know). In addition, you will examine the relationship between human beings and their environment by exploring your own sense of place, both in the home that you come from and your new home in the Northfield Mount Hermon community. As in any humanities course, you will read important texts, think critically about them, and discuss them with your classmates. You will also write personal reflections and analytical essays to explain your convictions.",One credit.,Prerequisite: None. Required of all 9th-graders except those enrolled in the ESOL program.
REL111.2,Humanities I: Religious Studies and Philosophy,Fall,Bev 214,"Ninth-grade Religious Studies and Philosophy is part of the Humanities I program, which asks you to explore four essential questions: Who am I? What does it mean to be human? What is my place? How, then, shall I live? You will learn the key concepts of worldview, ritual, symbol, myth, secularity, ethics, and epistemology (how we know what we know). In addition, you will examine the relationship between human beings and their environment by exploring your own sense of place, both in the home that you come from and your new home in the Northfield Mount Hermon community. As in any humanities course, you will read important texts, think critically about them, and discuss them with your classmates. You will also write personal reflections and analytical essays to explain your convictions.",One credit.,Prerequisite: None. Required of all 9th-graders except those enrolled in the ESOL program.
REL111.3,Humanities I: Religious Studies and Philosophy,Fall,Bev 214,"Ninth-grade Religious Studies and Philosophy is part of the Humanities I program, which asks you to explore four essential questions: Who am I? What does it mean to be human? What is my place? How, then, shall I live? You will learn the key concepts of worldview, ritual, symbol, myth, secularity, ethics, and epistemology (how we know what we know). In addition, you will examine the relationship between human beings and their environment by exploring your own sense of place, both in the home that you come from and your new home in the Northfield Mount Hermon community. As in any humanities course, you will read important texts, think critically about them, and discuss them with your classmates. You will also write personal reflections and analytical essays to explain your convictions.",One credit.,Prerequisite: None. Required of all 9th-graders except those enrolled in the ESOL program.
REL111.4,Humanities I: Religious Studies and Philosophy,Fall,Bev 214,"Ninth-grade Religious Studies and Philosophy is part of the Humanities I program, which asks you to explore four essential questions: Who am I? What does it mean to be human? What is my place? How, then, shall I live? You will learn the key concepts of worldview, ritual, symbol, myth, secularity, ethics, and epistemology (how we know what we know). In addition, you will examine the relationship between human beings and their environment by exploring your own sense of place, both in the home that you come from and your new home in the Northfield Mount Hermon community. As in any humanities course, you will read important texts, think critically about them, and discuss them with your classmates. You will also write personal reflections and analytical essays to explain your convictions.",One credit.,Prerequisite: None. Required of all 9th-graders except those enrolled in the ESOL program.
REL111.5,Humanities I: Religious Studies and Philosophy,Spring,,"Ninth-grade Religious Studies and Philosophy is part of the Humanities I program, which asks you to explore four essential questions: Who am I? What does it mean to be human? What is my place? How, then, shall I live? You will learn the key concepts of worldview, ritual, symbol, myth, secularity, ethics, and epistemology (how we know what we know). In addition, you will examine the relationship between human beings and their environment by exploring your own sense of place, both in the home that you come from and your new home in the Northfield Mount Hermon community. As in any humanities course, you will read important texts, think critically about them, and discuss them with your classmates. You will also write personal reflections and analytical essays to explain your convictions.",One credit.,Prerequisite: None. Required of all 9th-graders except those enrolled in the ESOL program.
REL111.6,Humanities I: Religious Studies and Philosophy,Spring,,"Ninth-grade Religious Studies and Philosophy is part of the Humanities I program, which asks you to explore four essential questions: Who am I? What does it mean to be human? What is my place? How, then, shall I live? You will learn the key concepts of worldview, ritual, symbol, myth, secularity, ethics, and epistemology (how we know what we know). In addition, you will examine the relationship between human beings and their environment by exploring your own sense of place, both in the home that you come from and your new home in the Northfield Mount Hermon community. As in any humanities course, you will read important texts, think critically about them, and discuss them with your classmates. You will also write personal reflections and analytical essays to explain your convictions.",One credit.,Prerequisite: None. Required of all 9th-graders except those enrolled in the ESOL program.
REL111.7,Humanities I: Religious Studies and Philosophy,Spring,,"Ninth-grade Religious Studies and Philosophy is part of the Humanities I program, which asks you to explore four essential questions: Who am I? What does it mean to be human? What is my place? How, then, shall I live? You will learn the key concepts of worldview, ritual, symbol, myth, secularity, ethics, and epistemology (how we know what we know). In addition, you will examine the relationship between human beings and their environment by exploring your own sense of place, both in the home that you come from and your new home in the Northfield Mount Hermon community. As in any humanities course, you will read important texts, think critically about them, and discuss them with your classmates. You will also write personal reflections and analytical essays to explain your convictions.",One credit.,Prerequisite: None. Required of all 9th-graders except those enrolled in the ESOL program.
REL211L.1,Humanities II: World Religions,Fall,Lib 103,"World Religions is part of the Humanities II program, which asks you to explore four essential questions: What is the story of power and powerlessness? What has created diversity and unity within and across traditions and cultures? What is progress, and how and why do humans pursue it? How, then, shall we (I) live in relation to others and the planet? To gain a richer understanding of people, you will explore the beliefs and practices of religious traditions such as Indigenous religious traditions, Hinduism, Buddhism, Judaism, Christianity, and Islam, paying special attention to the internal diversity and historical evolution of those traditions. As in any humanities course, you will read important texts, think critically about them, and discuss them with your classmates. In addition, you will learn how to write a research paper, a requirement of the course. Assignments and activities are designed to build on concepts and skills developed in Humanities I while also introducing integrated humanities study to new 10th-graders.
As part of the HUM II course, you have the opportunity to participate in a 10th-grade interdisciplinary travel program. Recent destinations include South Africa, Brazil, and Spain/Morocco. You simultaneously enroll in three courses for the semester: Humanities II: World History, Humanities II: World Religions, and Biology. There is a formal application process, and participation requires additional fees.",One credit.,Prerequisite: None. Required of all new 10th-graders except those enrolled in the ESOL program. Open to 10th-graders.
REL211L.2,Humanities II: World Religions,Fall,Lib 103,"World Religions is part of the Humanities II program, which asks you to explore four essential questions: What is the story of power and powerlessness? What has created diversity and unity within and across traditions and cultures? What is progress, and how and why do humans pursue it? How, then, shall we (I) live in relation to others and the planet? To gain a richer understanding of people, you will explore the beliefs and practices of religious traditions such as Indigenous religious traditions, Hinduism, Buddhism, Judaism, Christianity, and Islam, paying special attention to the internal diversity and historical evolution of those traditions. As in any humanities course, you will read important texts, think critically about them, and discuss them with your classmates. In addition, you will learn how to write a research paper, a requirement of the course. Assignments and activities are designed to build on concepts and skills developed in Humanities I while also introducing integrated humanities study to new 10th-graders.
As part of the HUM II course, you have the opportunity to participate in a 10th-grade interdisciplinary travel program. Recent destinations include South Africa, Brazil, and Spain/Morocco. You simultaneously enroll in three courses for the semester: Humanities II: World History, Humanities II: World Religions, and Biology. There is a formal application process, and participation requires additional fees.",One credit.,Prerequisite: None. Required of all new 10th-graders except those enrolled in the ESOL program. Open to 10th-graders.
REL211L.3,Humanities II: World Religions,Fall,Lib 103,"World Religions is part of the Humanities II program, which asks you to explore four essential questions: What is the story of power and powerlessness? What has created diversity and unity within and across traditions and cultures? What is progress, and how and why do humans pursue it? How, then, shall we (I) live in relation to others and the planet? To gain a richer understanding of people, you will explore the beliefs and practices of religious traditions such as Indigenous religious traditions, Hinduism, Buddhism, Judaism, Christianity, and Islam, paying special attention to the internal diversity and historical evolution of those traditions. As in any humanities course, you will read important texts, think critically about them, and discuss them with your classmates. In addition, you will learn how to write a research paper, a requirement of the course. Assignments and activities are designed to build on concepts and skills developed in Humanities I while also introducing integrated humanities study to new 10th-graders.
As part of the HUM II course, you have the opportunity to participate in a 10th-grade interdisciplinary travel program. Recent destinations include South Africa, Brazil, and Spain/Morocco. You simultaneously enroll in three courses for the semester: Humanities II: World History, Humanities II: World Religions, and Biology. There is a formal application process, and participation requires additional fees.",One credit.,Prerequisite: None. Required of all new 10th-graders except those enrolled in the ESOL program. Open to 10th-graders.
REL211L.4,Humanities II: World Religions,Fall,Lib 103,"World Religions is part of the Humanities II program, which asks you to explore four essential questions: What is the story of power and powerlessness? What has created diversity and unity within and across traditions and cultures? What is progress, and how and why do humans pursue it? How, then, shall we (I) live in relation to others and the planet? To gain a richer understanding of people, you will explore the beliefs and practices of religious traditions such as Indigenous religious traditions, Hinduism, Buddhism, Judaism, Christianity, and Islam, paying special attention to the internal diversity and historical evolution of those traditions. As in any humanities course, you will read important texts, think critically about them, and discuss them with your classmates. In addition, you will learn how to write a research paper, a requirement of the course. Assignments and activities are designed to build on concepts and skills developed in Humanities I while also introducing integrated humanities study to new 10th-graders.
As part of the HUM II course, you have the opportunity to participate in a 10th-grade interdisciplinary travel program. Recent destinations include South Africa, Brazil, and Spain/Morocco. You simultaneously enroll in three courses for the semester: Humanities II: World History, Humanities II: World Religions, and Biology. There is a formal application process, and participation requires additional fees.",One credit.,Prerequisite: None. Required of all new 10th-graders except those enrolled in the ESOL program. Open to 10th-graders.
REL211L.5,Humanities II: World Religions,Spring,,"World Religions is part of the Humanities II program, which asks you to explore four essential questions: What is the story of power and powerlessness? What has created diversity and unity within and across traditions and cultures? What is progress, and how and why do humans pursue it? How, then, shall we (I) live in relation to others and the planet? To gain a richer understanding of people, you will explore the beliefs and practices of religious traditions such as Indigenous religious traditions, Hinduism, Buddhism, Judaism, Christianity, and Islam, paying special attention to the internal diversity and historical evolution of those traditions. As in any humanities course, you will read important texts, think critically about them, and discuss them with your classmates. In addition, you will learn how to write a research paper, a requirement of the course. Assignments and activities are designed to build on concepts and skills developed in Humanities I while also introducing integrated humanities study to new 10th-graders.
As part of the HUM II course, you have the opportunity to participate in a 10th-grade interdisciplinary travel program. Recent destinations include South Africa, Brazil, and Spain/Morocco. You simultaneously enroll in three courses for the semester: Humanities II: World History, Humanities II: World Religions, and Biology. There is a formal application process, and participation requires additional fees.",One credit.,Prerequisite: None. Required of all new 10th-graders except those enrolled in the ESOL program. Open to 10th-graders.
REL211L.6,Humanities II: World Religions,Spring,,"World Religions is part of the Humanities II program, which asks you to explore four essential questions: What is the story of power and powerlessness? What has created diversity and unity within and across traditions and cultures? What is progress, and how and why do humans pursue it? How, then, shall we (I) live in relation to others and the planet? To gain a richer understanding of people, you will explore the beliefs and practices of religious traditions such as Indigenous religious traditions, Hinduism, Buddhism, Judaism, Christianity, and Islam, paying special attention to the internal diversity and historical evolution of those traditions. As in any humanities course, you will read important texts, think critically about them, and discuss them with your classmates. In addition, you will learn how to write a research paper, a requirement of the course. Assignments and activities are designed to build on concepts and skills developed in Humanities I while also introducing integrated humanities study to new 10th-graders.
As part of the HUM II course, you have the opportunity to participate in a 10th-grade interdisciplinary travel program. Recent destinations include South Africa, Brazil, and Spain/Morocco. You simultaneously enroll in three courses for the semester: Humanities II: World History, Humanities II: World Religions, and Biology. There is a formal application process, and participation requires additional fees.",One credit.,Prerequisite: None. Required of all new 10th-graders except those enrolled in the ESOL program. Open to 10th-graders.
REL211L.7,Humanities II: World Religions,Spring,,"World Religions is part of the Humanities II program, which asks you to explore four essential questions: What is the story of power and powerlessness? What has created diversity and unity within and across traditions and cultures? What is progress, and how and why do humans pursue it? How, then, shall we (I) live in relation to others and the planet? To gain a richer understanding of people, you will explore the beliefs and practices of religious traditions such as Indigenous religious traditions, Hinduism, Buddhism, Judaism, Christianity, and Islam, paying special attention to the internal diversity and historical evolution of those traditions. As in any humanities course, you will read important texts, think critically about them, and discuss them with your classmates. In addition, you will learn how to write a research paper, a requirement of the course. Assignments and activities are designed to build on concepts and skills developed in Humanities I while also introducing integrated humanities study to new 10th-graders.
As part of the HUM II course, you have the opportunity to participate in a 10th-grade interdisciplinary travel program. Recent destinations include South Africa, Brazil, and Spain/Morocco. You simultaneously enroll in three courses for the semester: Humanities II: World History, Humanities II: World Religions, and Biology. There is a formal application process, and participation requires additional fees.",One credit.,Prerequisite: None. Required of all new 10th-graders except those enrolled in the ESOL program. Open to 10th-graders.
REL211L.8,Humanities II: World Religions,Spring,,"World Religions is part of the Humanities II program, which asks you to explore four essential questions: What is the story of power and powerlessness? What has created diversity and unity within and across traditions and cultures? What is progress, and how and why do humans pursue it? How, then, shall we (I) live in relation to others and the planet? To gain a richer understanding of people, you will explore the beliefs and practices of religious traditions such as Indigenous religious traditions, Hinduism, Buddhism, Judaism, Christianity, and Islam, paying special attention to the internal diversity and historical evolution of those traditions. As in any humanities course, you will read important texts, think critically about them, and discuss them with your classmates. In addition, you will learn how to write a research paper, a requirement of the course. Assignments and activities are designed to build on concepts and skills developed in Humanities I while also introducing integrated humanities study to new 10th-graders.
As part of the HUM II course, you have the opportunity to participate in a 10th-grade interdisciplinary travel program. Recent destinations include South Africa, Brazil, and Spain/Morocco. You simultaneously enroll in three courses for the semester: Humanities II: World History, Humanities II: World Religions, and Biology. There is a formal application process, and participation requires additional fees.",One credit.,Prerequisite: None. Required of all new 10th-graders except those enrolled in the ESOL program. Open to 10th-graders.
REL211L.9,Humanities II: World Religions,Spring,,"World Religions is part of the Humanities II program, which asks you to explore four essential questions: What is the story of power and powerlessness? What has created diversity and unity within and across traditions and cultures? What is progress, and how and why do humans pursue it? How, then, shall we (I) live in relation to others and the planet? To gain a richer understanding of people, you will explore the beliefs and practices of religious traditions such as Indigenous religious traditions, Hinduism, Buddhism, Judaism, Christianity, and Islam, paying special attention to the internal diversity and historical evolution of those traditions. As in any humanities course, you will read important texts, think critically about them, and discuss them with your classmates. In addition, you will learn how to write a research paper, a requirement of the course. Assignments and activities are designed to build on concepts and skills developed in Humanities I while also introducing integrated humanities study to new 10th-graders.
As part of the HUM II course, you have the opportunity to participate in a 10th-grade interdisciplinary travel program. Recent destinations include South Africa, Brazil, and Spain/Morocco. You simultaneously enroll in three courses for the semester: Humanities II: World History, Humanities II: World Religions, and Biology. There is a formal application process, and participation requires additional fees.",One credit.,Prerequisite: None. Required of all new 10th-graders except those enrolled in the ESOL program. Open to 10th-graders.
REL211SA.1,Humanities II: World Religions - South Africa,Spring,,,,
REL211SA.2,Humanities II: World Religions - South Africa,Spring,,,,
REL414.1,Philosophy,Spring,,"If you have wondered about the nature of reality or what it means to know something, then you belong in a philosophy class. The process of thinking philosophically requires you to ask big questions and examine your most basic assumptions in order to build a wise foundational understanding of important concepts such as reality, knowledge, justice, art, suffering, and politics. You will learn how to question and reason philosophically, which will enable you to think critically and systematically about whatever it is you choose to think about.",Half-credit.,"Prerequisite: None. Open to juniors, seniors, and PGs."
REL414.2,Philosophy,Spring,,"If you have wondered about the nature of reality or what it means to know something, then you belong in a philosophy class. The process of thinking philosophically requires you to ask big questions and examine your most basic assumptions in order to build a wise foundational understanding of important concepts such as reality, knowledge, justice, art, suffering, and politics. You will learn how to question and reason philosophically, which will enable you to think critically and systematically about whatever it is you choose to think about.",Half-credit.,"Prerequisite: None. Open to juniors, seniors, and PGs."
REL426.1,You Are On Native Land,Spring,,"This course will give you an opportunity to dive into the religious practices, myths, and history of resilience among three Native tribes indigenous to the North American continent. You will have the opportunity to learn about unique beliefs and experiences of each tribe before, during, and after colonial impact through the use of primary sources, scholarly perspectives, and the valuable input of members of each tribe, both past and present. Throughout this course, you will be exposed to the rich history of a people often ignored and also see how these people continue to live and thrive today. Through identifying and understanding the shifts in religious practices in these tribes over time, you will consider how colonization dramatically impacted Native peoples and also how these same people survived and continue to flourish. Lastly, you will utilize what you learn in this class to do your own research on a fourth tribe of your choosing, allowing you to both apply what you learn in class and explore a group of your own interest throughout the length of the semester.",Half-credit.,"Prerequisite: None. Open to juniors, seniors, and PGs."
REL426.2,You Are On Native Land,Spring,,"This course will give you an opportunity to dive into the religious practices, myths, and history of resilience among three Native tribes indigenous to the North American continent. You will have the opportunity to learn about unique beliefs and experiences of each tribe before, during, and after colonial impact through the use of primary sources, scholarly perspectives, and the valuable input of members of each tribe, both past and present. Throughout this course, you will be exposed to the rich history of a people often ignored and also see how these people continue to live and thrive today. Through identifying and understanding the shifts in religious practices in these tribes over time, you will consider how colonization dramatically impacted Native peoples and also how these same people survived and continue to flourish. Lastly, you will utilize what you learn in this class to do your own research on a fourth tribe of your choosing, allowing you to both apply what you learn in class and explore a group of your own interest throughout the length of the semester.",Half-credit.,"Prerequisite: None. Open to juniors, seniors, and PGs."
REL432.1,Ethics,Fall,Bev 125,"What is a good person? What is the difference between right and wrong? How will you negotiate and resolve the moral dilemmas you encounter, large and small, public and private? You will be challenged in this class to reflect about your personal moral experience and put your values and convictions in conversation with philosophical systems, with particular emphasis on the pressing moral issues of today.",Half-credit.,"Prerequisite: None. Open to juniors, seniors, and PGs."
REL432.2,Ethics,Spring,,"What is a good person? What is the difference between right and wrong? How will you negotiate and resolve the moral dilemmas you encounter, large and small, public and private? You will be challenged in this class to reflect about your personal moral experience and put your values and convictions in conversation with philosophical systems, with particular emphasis on the pressing moral issues of today.",Half-credit.,"Prerequisite: None. Open to juniors, seniors, and PGs."
REL435.1,World Religions and Contemporary Issues,Spring,,"World Religions and Contemporary Issues provides in-depth examinations of at least three religious traditions and their impact on the modern world. You will explore the way religion intersects with history, culture, and politics while also examining how religion shapes an individual’s worldview, belief structure, and actions. You will learn to critically and respectfully evaluate the impact of religion on today’s world.",One credit.,"Prerequisite: None. Open to juniors, seniors, and PGs. Recommended for students who have not taken HUM II. Required of four-year students who did not take HUM II. Students who have taken HUM II are not eligible."
REL435.2,World Religions and Contemporary Issues,Spring,,"World Religions and Contemporary Issues provides in-depth examinations of at least three religious traditions and their impact on the modern world. You will explore the way religion intersects with history, culture, and politics while also examining how religion shapes an individual’s worldview, belief structure, and actions. You will learn to critically and respectfully evaluate the impact of religion on today’s world.",One credit.,"Prerequisite: None. Open to juniors, seniors, and PGs. Recommended for students who have not taken HUM II. Required of four-year students who did not take HUM II. Students who have taken HUM II are not eligible."
REL435.3,World Religions and Contemporary Issues,Spring,,"World Religions and Contemporary Issues provides in-depth examinations of at least three religious traditions and their impact on the modern world. You will explore the way religion intersects with history, culture, and politics while also examining how religion shapes an individual’s worldview, belief structure, and actions. You will learn to critically and respectfully evaluate the impact of religion on today’s world.",One credit.,"Prerequisite: None. Open to juniors, seniors, and PGs. Recommended for students who have not taken HUM II. Required of four-year students who did not take HUM II. Students who have taken HUM II are not eligible."
REL440.1,"Religion, Power, and Text: Sacred Stories",Fall,Bev 233,"In this course, you will examine religion through the lens of sacred stories and the practices connected to them. You will learn how people use sacred stories as sources of guidance, comfort, and beauty. You will also analyze the ways people draw on sacred stories as they navigate struggles over power, identity, and justice. Key texts could include the Bible, Hindu epics, and the oral traditions of Native Americans",Half-credit.,"Prerequisite: None. Open to juniors, seniors, and PGs."
SOC412.1,Economics,Fall,Bev 126,"Every day you make hundreds of economic decisions. For example, you walk into the bookstore with $5 in your pocket to spend. How do you decide what to buy? Do you buy what you want or what you need? At its core, economics is the study of how society chooses to use its limited resources. You will investigate this concept both from the individual or microeconomic perspective as well as from the aggregate or macroeconomic perspective. You will study U.S. economic institutions, international trade, the stock market, environmental economics, and money and banking. Newspaper articles will provide a perspective on current economic events. In-class activities may include internet stock market simulations, student-led presentations on current economic issues, and video documentation of the economy around you. After taking this course, the front page of the business section will finally make sense to you.",One credit.,"Prerequisite: Open to seniors, PGs, and recommended juniors who have completed the U.S. History graduation requirement."
SOC412.2,Economics,Spring,,"Every day you make hundreds of economic decisions. For example, you walk into the bookstore with $5 in your pocket to spend. How do you decide what to buy? Do you buy what you want or what you need? At its core, economics is the study of how society chooses to use its limited resources. You will investigate this concept both from the individual or microeconomic perspective as well as from the aggregate or macroeconomic perspective. You will study U.S. economic institutions, international trade, the stock market, environmental economics, and money and banking. Newspaper articles will provide a perspective on current economic events. In-class activities may include internet stock market simulations, student-led presentations on current economic issues, and video documentation of the economy around you. After taking this course, the front page of the business section will finally make sense to you.",One credit.,"Prerequisite: Open to seniors, PGs, and recommended juniors who have completed the U.S. History graduation requirement."
SOC413.1,Psychology,Fall,Gilder 104,"The topics you will consider in this course include such traditional areas as learning, memory, development, personality, the biological basis of behavior, psychopathology, psychotherapy, and states of consciousness. Newer areas of psychology are chosen from among forensic (criminal) psychology, positive psychology, health psychology, and gender psychology. The class is taught seminar-style, with an emphasis on oral participation. You will learn the practical application of psychology to everyday life as a major focus of the course.",One credit.,"Prerequisite: Open to juniors, seniors, and PGs."
SOC413.2,Psychology,Spring,,"The topics you will consider in this course include such traditional areas as learning, memory, development, personality, the biological basis of behavior, psychopathology, psychotherapy, and states of consciousness. Newer areas of psychology are chosen from among forensic (criminal) psychology, positive psychology, health psychology, and gender psychology. The class is taught seminar-style, with an emphasis on oral participation. You will learn the practical application of psychology to everyday life as a major focus of the course.",One credit.,"Prerequisite: Open to juniors, seniors, and PGs."
SOC522.1,Advanced Topics in Economics,Fall,Gilder 202,"Advanced Economics is a rigorous introduction to the fundamental concepts, issues, and theories in economics. You will initially cover principles that are fundamental to economics, including concepts of scarcity and opportunity costs. You will then explore major questions that are central to debates within the discipline and attempt to answer them through a variety of research and creative projects. These projects may include an analysis of a firm’s business model and proposal for its next strategic plan; examining the economic causes and impacts of racial, gender, or other inequalities; analyzing the economic costs and benefits of environmental sustainability and weighing the costs and benefits of different sustainability policies and approaches; studying economic development in different nations to evaluate models of development; and other topics. Advanced Economics will introduce you to content on the AP Macroeconomics and AP Microeconomics exams, but additional studying on your own would be necessary to be successful on either exam.",One credit.,"Prerequisite: Placement based on departmental recommendation. In addition, strong analytical skills are necessary, and it is helpful to have studied some calculus. Students who have taken SOC 412 are not eligible for this course. Open to seniors and PGs who have completed the U.S. history graduation requirement."
SOC522.2,Advanced Topics in Economics,Spring,,"Advanced Economics is a rigorous introduction to the fundamental concepts, issues, and theories in economics. You will initially cover principles that are fundamental to economics, including concepts of scarcity and opportunity costs. You will then explore major questions that are central to debates within the discipline and attempt to answer them through a variety of research and creative projects. These projects may include an analysis of a firm’s business model and proposal for its next strategic plan; examining the economic causes and impacts of racial, gender, or other inequalities; analyzing the economic costs and benefits of environmental sustainability and weighing the costs and benefits of different sustainability policies and approaches; studying economic development in different nations to evaluate models of development; and other topics. Advanced Economics will introduce you to content on the AP Macroeconomics and AP Microeconomics exams, but additional studying on your own would be necessary to be successful on either exam.",One credit.,"Prerequisite: Placement based on departmental recommendation. In addition, strong analytical skills are necessary, and it is helpful to have studied some calculus. Students who have taken SOC 412 are not eligible for this course. Open to seniors and PGs who have completed the U.S. history graduation requirement."
SOC523.1,Advanced Psychology,Fall,Lib 104,"This rigorous equivalent of a college-level introductory psychology course studies the way humans think and feel the way they do. You will learn the seven major subfields of psychology, coupled with the three levels of analysis: the biological, psychological, and socio-cultural. Through student-driven projects (including experiments, surveys, and case studies), you will acquire skills in research methods and effective communication. You will also be able to make authentic connections to personal and world events in a way that builds empathy and a better understanding of yourself and others. Major topics will include the brain and traumatic injuries, mind-altering drugs, sleep and dreams, learning, memory, motivation, emotion, child development, personality, psychological disorders, and social psychology as it relates to everyday life and social injustices that have occurred throughout history. Advanced Psychology will introduce you to content on the AP Psychology exam, but additional studying on your own would be necessary to be successful on the exam.",One credit.,Prerequisite: Placement based on departmental recommendation. This course is not open to students who have taken SOC 413 or the equivalent. Open to seniors and PGs who have completed the U.S. history graduation requirement..
SOC523.2,Advanced Psychology,Fall,Lib 104,"This rigorous equivalent of a college-level introductory psychology course studies the way humans think and feel the way they do. You will learn the seven major subfields of psychology, coupled with the three levels of analysis: the biological, psychological, and socio-cultural. Through student-driven projects (including experiments, surveys, and case studies), you will acquire skills in research methods and effective communication. You will also be able to make authentic connections to personal and world events in a way that builds empathy and a better understanding of yourself and others. Major topics will include the brain and traumatic injuries, mind-altering drugs, sleep and dreams, learning, memory, motivation, emotion, child development, personality, psychological disorders, and social psychology as it relates to everyday life and social injustices that have occurred throughout history. Advanced Psychology will introduce you to content on the AP Psychology exam, but additional studying on your own would be necessary to be successful on the exam.",One credit.,Prerequisite: Placement based on departmental recommendation. This course is not open to students who have taken SOC 413 or the equivalent. Open to seniors and PGs who have completed the U.S. history graduation requirement..
SOC523.3,Advanced Psychology,Spring,,"This rigorous equivalent of a college-level introductory psychology course studies the way humans think and feel the way they do. You will learn the seven major subfields of psychology, coupled with the three levels of analysis: the biological, psychological, and socio-cultural. Through student-driven projects (including experiments, surveys, and case studies), you will acquire skills in research methods and effective communication. You will also be able to make authentic connections to personal and world events in a way that builds empathy and a better understanding of yourself and others. Major topics will include the brain and traumatic injuries, mind-altering drugs, sleep and dreams, learning, memory, motivation, emotion, child development, personality, psychological disorders, and social psychology as it relates to everyday life and social injustices that have occurred throughout history. Advanced Psychology will introduce you to content on the AP Psychology exam, but additional studying on your own would be necessary to be successful on the exam.",One credit.,Prerequisite: Placement based on departmental recommendation. This course is not open to students who have taken SOC 413 or the equivalent. Open to seniors and PGs who have completed the U.S. history graduation requirement..
SOC523.4,Advanced Psychology,Spring,,"This rigorous equivalent of a college-level introductory psychology course studies the way humans think and feel the way they do. You will learn the seven major subfields of psychology, coupled with the three levels of analysis: the biological, psychological, and socio-cultural. Through student-driven projects (including experiments, surveys, and case studies), you will acquire skills in research methods and effective communication. You will also be able to make authentic connections to personal and world events in a way that builds empathy and a better understanding of yourself and others. Major topics will include the brain and traumatic injuries, mind-altering drugs, sleep and dreams, learning, memory, motivation, emotion, child development, personality, psychological disorders, and social psychology as it relates to everyday life and social injustices that have occurred throughout history. Advanced Psychology will introduce you to content on the AP Psychology exam, but additional studying on your own would be necessary to be successful on the exam.",One credit.,Prerequisite: Placement based on departmental recommendation. This course is not open to students who have taken SOC 413 or the equivalent. Open to seniors and PGs who have completed the U.S. history graduation requirement..
SPA111.1,Spanish I,Fall,Bev 013,"This introductory-level course uses a project-based approach to explore the language and Hispanic cultures. It will provide you with basic training in written and spoken communication. This fully immersive course will include a variety of activities, including videos, internet resources, and projects to develop your communication skills.",One credit.,Prerequisite: None.
SPA111.2,Spanish I,Fall,Bev 021,"This introductory-level course uses a project-based approach to explore the language and Hispanic cultures. It will provide you with basic training in written and spoken communication. This fully immersive course will include a variety of activities, including videos, internet resources, and projects to develop your communication skills.",One credit.,Prerequisite: None.
SPA111.3,Spanish I,Spring,Bev 017,"This introductory-level course uses a project-based approach to explore the language and Hispanic cultures. It will provide you with basic training in written and spoken communication. This fully immersive course will include a variety of activities, including videos, internet resources, and projects to develop your communication skills.",One credit.,Prerequisite: None.
SPA211.1,Spanish II,Fall,Bev 021,"This course uses a project-based approach to further develop your knowledge of the language and Hispanic cultures. It will continue your training in written and oral communication. This fully immersive course will utilize a variety of activities and projects to develop your communication skills. You will learn to narrate in past, future, and hypothetical situations.",One credit.,"Prerequisite: SPA 111, SPA 121, or equivalent. Placement based on screening process."
SPA211.2,Spanish II,Spring,Bev 016,"This course uses a project-based approach to further develop your knowledge of the language and Hispanic cultures. It will continue your training in written and oral communication. This fully immersive course will utilize a variety of activities and projects to develop your communication skills. You will learn to narrate in past, future, and hypothetical situations.",One credit.,"Prerequisite: SPA 111, SPA 121, or equivalent. Placement based on screening process."
SPA211.3,Spanish II,Spring,Bev 016,"This course uses a project-based approach to further develop your knowledge of the language and Hispanic cultures. It will continue your training in written and oral communication. This fully immersive course will utilize a variety of activities and projects to develop your communication skills. You will learn to narrate in past, future, and hypothetical situations.",One credit.,"Prerequisite: SPA 111, SPA 121, or equivalent. Placement based on screening process."
SPA221.1,Honors Spanish II,Fall,Bev 017,"If you have demonstrated a higher level of communicative skills and a keen interest in the study of Spanish, this enriched course is appropriate for you. This course is similar in content to Spanish 211; however, a greater sophistication in your linguistic abilities will be expected. It also uses a project-based approach to further develop your knowledge of the language and Hispanic cultures. It continues your training in written and oral communication. This fully immersive course includes a variety of activities, including videos, internet resources, and projects to develop your communication skills. You will learn to narrate in past, future, and hypothetical situations.",One credit.,"Prerequisite: SPA 111, SPA 121, or equivalent. Placement based on screening process."
